Run_Date	Routine	Tab	ID	Name	Change_Type	Details	URL
2026-08-31	fellowships	fellowships		MSCA (F-0009): la convocatoria 2026 estaba abierta y la de 2027 puede ser la ultima	UPDATED	La fila decia CLOSED y la convocatoria 2026 esta abierta hasta el 09-09-2026 (ella no es elegible). Mas importante: la de 2027 (cierre 08-09-2027) es la ultima de Horizonte Europa y no hay certeza de que exista una PF con estas reglas en 2028. Como la regla exige HABER DEFENDIDO y no tener el titulo expedido, adelantar la defensa a antes de septiembre de 2027 pasa de preferencia de calendario a decision con consecuencias economicas. Fit ajustado de 4 a 3 porque no es elegible para ninguna edicion publicada.	https://marie-sklodowska-curie-actions.ec.europa.eu/funding/msca-postdoctoral-fellowships-2027
2026-08-31	fellowships	fellowships		EMBO (F-0008): resueltos los dos pendientes y aparece una via nueva de elegibilidad	UPDATED	PDF de guidelines extraido localmente. El doctorado NO se exige al solicitar, asi que puede presentarse siendo doctoranda; el cuello de botella es la publicacion, y su REVISION no serviria porque exigen 'primary research paper'. Via nueva: enviar el empirico a Review Commons o Peer Community In da revisiones publicas verificables y satisface la elegibilidad sin esperar a la revista. La ronda de otono de 2027 cae el 09-07-2027 y es la primera sin derecho a resolicitud.	
2026-08-31	fellowships	watchlist_closed		Repaso de la watchlist	UPDATED	11 de 14 filas revisadas (W-0001, W-0002, W-0003, W-0004, W-0005, W-0007, W-0009, W-0010, W-0012, W-0013, W-0014). NINGUNA convocatoria ha reabierto esta semana. Correccion mayor en W-0012: la urgencia de las Becas SES era FALSA, el tablon rotula 'CONVOCATORIA ABIERTA' un plazo vencido el 25-01-2026. W-0014 (One Mind) verificada por primera vez y resulta inelegible estructural. W-0010 pasa a VERIFIED. Sin revisar: W-0006, W-0008 y W-0011. 8 filas nuevas.	
2026-08-31	fellowships	sources		Ampliacion de la superficie de vigilancia	ADDED	10 fuentes nuevas y 6 filas con notas actualizadas. Las de mas valor: la sede electronica del ISCIII (unica via a las ventanas de alegaciones de la AES, y responde mientras isciii.es da 503), el indice de la Fundacion Jose Luis Castano-SEQC (de donde salio la unica convocatoria urgente), los espejos de los IIS para la AES y el BOJA para lo andaluz.	
2026-08-31	fellowships	subscriptions		Alertas propuestas	ADDED	2 altas TODO (tope por pasada), ambas de membresia: SEMEDLAB, que es requisito de la convocatoria que cierra el 30-09-2026, y AEGH, cuyo reloj de 2 anos de antiguedad gobierna tres ayudas distintas.	
2026-09-07	positions	postdocs	P-0018	Clinical Research Fellow (Psychological Medicine)	NEW	Rama 2 (tablones academicos). Leido en la pagina de resultados de jobs.ac.uk (busqueda 'psychiatric genetics', 2026-09-07); no se abrio el anuncio individual, de ahi LIKELY y no VERIFIED.	https://www.jobs.ac.uk/job/DST268/clinical-research-fellow
2026-09-07	positions	postdocs	P-0019	Postdoctoral Fellow in Neurogenetics	NEW	Rama 2. Aparece en el buscador de Science Careers (query 'statistical genetics', 2026-09-07); la pagina de detalle devuelve HTTP 403 al fetch, un solo intento, no verificado.	https://jobs.sciencecareers.org/job/679674/postdoctoral-fellow-in-neurogenetics/
2026-09-07	positions	postdocs	P-0020	Postdoctoral Fellow - Statistical Genetics and Artificial Intelligence	NEW	Rama 5 (buzon y novedad), barrido de jobRxiv (SRC-0035) el 2026-09-07. Anuncio leido en jobRxiv (publicado 2026-08-22) y confirmado de forma independiente por researchersjob.com y por la pagina del programa de postdocs de Amgen; no se abrio la ficha del portal Workday de Amgen, de ahi LIKELY y no VE	https://jobrxiv.org/job/postdoctoral-fellow-statistical-genetics-and-artificial-intelligence/
2026-09-07	positions	postdocs	P-0021	Postdoctoral Scholar/Researcher in Statistical Genetics - Young Lab	NEW	Rama 5 (buzon y novedad), barrido de jobRxiv (SRC-0035) el 2026-09-07. Solo se leyo la ficha agregada de jobRxiv, que declara el anuncio caducado; no se abrio ninguna pagina de UCLA, por eso UNVERIFIED y por eso el nombre del PI no se afirma.	https://jobrxiv.org/?post_type=job_listing&p=117072
2026-09-07	positions	postdocs	P-0022	Clinical Research Associate (farmacogenomica clinica)	NEW	Rama 5 (buzon y novedad), tablon de empleo de la ISPG (SRC-0030) el 2026-09-07. Los datos proceden del anuncio reproducido en el tablon de la ISPG; no se abrio el portal Oracle de la universidad, por eso UNVERIFIED.	https://iaejup.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/UOA-Careers/job/3142/
2026-09-07	positions	postdocs	P-0004	Postdoctoral Researcher in Psychiatric and Genetic Epidemiology (ERC StressGene)	UPDATED	Last_Verified=2026-09-07; Source_Note=Rama 1 (EURAXESS). 2026-09-07: reabierta la URL del anuncio 557315 y confirmado que ya no existe, devuelve la lista generica de busqueda de EURAXESS. Matiz importante: en esta pasada CUALQUIER URL de euraxess.ec.europa.eu/jobs devolvio esa misma lista generica a	https://euraxess.ec.europa.eu/jobs/557315
2026-09-07	positions	postdocs	P-0007	Postdoc in method development in human statistical genetics (classification of complex traits)	UPDATED	Status=CLOSED; Deadline=2026-05-01; Start_Date=2026-10-01; Confidence=LIKELY; Last_Verified=2026-09-07; Fit_Rationale=Tema exactamente su linea 1, genetica estadistica de rasgos complejos humanos, y el grupo de Doug Speed construye LDAK y SumHer, herramientas que ella ya usa aguas abajo, lo que da u	https://www.nature.com/naturecareers/job/12856703/postdoc-position-in-method-development-in-human-statistical-genetics-with-a-focus-on-classificat-/
2026-09-07	positions	postdocs	P-0006	Postdoctoral Research Scientist in host genetics and data integration for liver cancer risk prediction	UPDATED	Status=OPEN; Deadline=2026-09-11; Confidence=VERIFIED; Last_Verified=2026-09-07; Source_Note=Rama 2, 2026-09-07: sigue listado y activo en jobs.ac.uk (ref DSR614, cierre 11 Sep, 39.424-47.779 GBP). Aparece en tres busquedas distintas (statistical genetics, polygenic, genetic epidemiology).	https://www.jobs.ac.uk/job/DSR614/postdoctoral-research-scientist-in-host-genetics-and-data-integration-for-liver-cancer-risk-predication-and-early-detection
2026-09-07	positions	postdocs	P-0013	Postdoctoral Research Associate in Epidemiology and Health Data Science	UPDATED	Status=CLOSED; Confidence=VERIFIED; Last_Verified=2026-09-07; Source_Note=Rama 2, 2026-09-07: anuncio DSM851 de QMUL Wolfson Institute of Population Health visto en jobs.ac.uk con fecha de cierre 06 Sep 2026, ya pasada. Convocatoria agotada.	https://www.jobs.ac.uk/job/DSM851/postdoctoral-research-associate-in-epidemiology-and-health-data-science
2026-09-07	positions	postdocs	P-0012	Junior Research Data Scientist	UPDATED	Status=CLOSED; Confidence=LIKELY; Last_Verified=2026-09-07; Source_Note=Rama 2, 2026-09-07: plazo 03-09-2026 vencido y no reaparece en ninguna de las cinco busquedas tematicas de jobs.ac.uk. Base = plazo vencido, no se abrio la pagina del anuncio.	https://www.jobs.ac.uk/job/DSR260/junior-research-data-scientist
2026-09-07	positions	postdocs	P-0015	Clinical Research Associate (IoPPN)	UPDATED	Status=CLOSED; Confidence=LIKELY; Last_Verified=2026-09-07; Source_Note=Rama 2, 2026-09-07: plazo 27-08-2026 vencido; no figura ya en las busquedas de jobs.ac.uk. Base = plazo vencido.	https://www.kcl.ac.uk/jobs/154086-clinical-research-associate
2026-09-07	positions	postdocs	P-0016	Clinical Research Fellow (IoPPN)	UPDATED	Status=CLOSED; Confidence=LIKELY; Last_Verified=2026-09-07; Source_Note=Rama 2, 2026-09-07: plazo 01-09-2026 vencido. OJO: KCL Psychological Medicine tiene ahora un Clinical Research Fellow con cierre 18-09-2026 (DST268) que podria ser su reedicion; se registra como fila nueva y queda por confirmar 	https://www.kcl.ac.uk/jobs/155765-clinical-research-fellow
2026-09-07	positions	postdocs	P-0014	Research Assistant (Moondance Dementia Laboratory)	UPDATED	Confidence=UNVERIFIED; Last_Verified=2026-09-07; Source_Note=Rama 2, 2026-09-07: NO CONFIRMADO. El portal eploy de Cardiff responde en https://cardiffuniweb.eploy.net/vacancies/ pero solo devuelve la pagina 1 de 3 y la paginacion (?page=2) reenvia a la 1, asi que no se pudo ver el listado completo. 	https://cardiffuniweb.eploy.net/vacancies/vacancy-search-results.aspx?culture=en-GB
2026-09-07	positions	postdocs	P-0002	Postdoctoral Research Scientist in Statistical Genomics / Genetic Epidemiology	UPDATED	Status=ROLLING; Deadline=; Start_Date=2026-12-01 (negociable); Salary_EUR_Year=73999-91055 bruto (incl. 8% de paga de vacaciones), segun experiencia; Duration=3 anos; Confidence=LIKELY; Last_Verified=2026-09-07; Next_Action=En Q4 2027, con la defensa a la vista, escribir a Beate St Pourcain (beate.s	https://recruitingapp-5569.de.umantis.com/Vacancies/496/Description/2?lang=eng
2026-09-07	positions	jobs	J-0007	Convocatorias de empleo FIMABIS / IBIMA-Plataforma BIONAND (portal RFGI-SSPA)	NEW	Rama 3 (instituciones). Ruta descubierta abriendo https://ibima.eu/es/trabaja-con-nosotros/, que enlaza este portal como su unica via de ofertas publicas; portal abierto y confirmado vivo el 2026-09-07. Las convocatorias individuales no se listan sin navegar por el portal (contenido cargado tras la 	https://www.rfgi.es/ConvocatoriasPropiasFIMABIS/es/Convocatorias/DesgloseEstadoTipoConvocatoria/FIMAB_EM
2026-09-07	positions	jobs	J-0008	Seleccion temporal de FEA del SERGAS (listas de contratacion, Galicia)	NEW	Rama 4 (mas alla de la academia), carril 2 sistema publico. Pagina Tier 1 abierta y leida el 2026-09-07 tras redireccion 301 de sergas.es a sergas.gal. La ventana anual 1-marzo/30-abril procede de la pagina general de contratacion temporal de la Xunta (Tier 2) y queda marcada como LIKELY dentro de l	https://www.sergas.gal/Recursos-Humanos/Emprego-publico-Seleccion-temporal?idioma=es
2026-09-07	positions	jobs	J-0009	Bolsa de trabajo temporal de Osakidetza - categoria Laboratorio Clinico (sustituye a Analisis Clinicos y Bioquimica Clinica)	NEW	Rama 4 (mas alla de la academia), carril 2 sistema publico. Pagina Tier 1 de Osakidetza abierta y leida el 2026-09-07: las fechas 06-07-2026 y 27-07-2026 y la Resolucion 1060/2026 son literales de la pagina. La naturaleza de la categoria (facultativo frente a tecnico) queda expresamente sin verifica	https://www.osakidetza.euskadi.eus/contratacion-temporal/webosk00-procon/es/
2026-09-07	positions	jobs	J-0003	Via transitoria al titulo de especialista en Genetica Medica y en Genetica de Laboratorio (dos reales decretos separados, aun sin publicar)	UPDATED	Name=Via transitoria al titulo de especialista en Genetica Medica y en Genetica de Laboratorio (dos reales decretos separados, aun sin publicar); Status=PENDING; Open_Date=; Deadline=; Requirements_Key=Serian dos titulos y dos reales decretos distintos: Genetica Medica reservada a titulados en Medic	https://www.sanidad.gob.es/normativa/audiencia/home.htm
2026-09-07	positions	sources	SRC-0097	MSCA - paginas oficiales de convocatoria por ano (Postdoctoral Fellowships)	NEW	El calendario completo de cada edicion de las MSCA Postdoctoral Fellowships (lanzamiento, plazo, notificacion, firma y arranque de proyectos) y el presupuesto, en HTML plano legible por un agente. Es la unica via hallada que publica las fechas que el Funding and Tenders Portal esconde tras JavaScrip	https://marie-sklodowska-curie-actions.ec.europa.eu/node/1496
2026-09-07	positions	sources	SRC-0098	MSCA COFUND 2027 - pagina de convocatoria	NEW	Las instituciones que en 2027 piden cofinanciacion para montar programas propios de becas postdoctorales. Los programas seleccionados arrancan en enero de 2028 y sacan sus primeras convocatorias de becarios en 2028-2029, justo la ventana de la candidata.	https://marie-sklodowska-curie-actions.ec.europa.eu/funding/msca-cofund-2027
2026-09-07	positions	sources	SRC-0099	FIMABIS / IBIMA-Plataforma BIONAND - convocatorias de empleo (portal RFGI-SSPA)	NEW	Convocatorias de empleo temporal de investigacion del instituto de investigacion sanitaria de su propio hospital en Malaga: titulado superior, investigador postdoctoral, tecnico, bioinformatica y bioestadistica	https://www.rfgi.es/ConvocatoriasPropiasFIMABIS/es/Convocatorias/DesgloseEstadoTipoConvocatoria/FIMAB_EM
2026-09-07	positions	sources	SRC-0100	CNIO - ofertas de empleo	NEW	Ofertas del Centro Nacional de Investigaciones Oncologicas por categorias (jefes de grupo, investigadores cientificos, postdoctorales, tecnicos, unidades clinicas)	https://www.cnio.es/acerca-del-cnio/ofertas-de-empleo/
2026-09-07	positions	sources	SRC-0101	IMIM - Hospital del Mar Research Institute, ofertes de treball	NEW	Oferta publica, convocatorias temporales, bolsas de trabajo y convocatorias externas del IMIM, que tiene grupo de genetica psiquiatrica en el PRBB de Barcelona	https://www.imim.es/ofertes/ofertes-treball/
2026-09-07	positions	sources	SRC-0102	CIBER (consorcio, incluye CIBERSAM) - empleo	NEW	Ofertas de empleo del consorcio CIBER, incluidas plazas de estadistica y epidemiologia en grupos de CIBERSAM y contratos indefinidos de personal propio	https://www.ciberisciii.es/empleo
2026-09-07	positions	sources	SRC-0103	Sociedad Espanola de Epidemiologia - ofertas de empleo	NEW	Reboteo de ofertas de empleo espanolas de epidemiologia y bioestadistica, incluidas convocatorias del CIBER y de institutos de investigacion sanitaria que no salen en agregadores	https://seepidemiologia.es/
2026-09-07	positions	sources	SRC-0104	SERGAS - seleccion temporal de FEA y listas de contratacion (Galicia)	NEW	Las convocatorias de seleccion temporal de facultativo especialista de area por hospital y area sanitaria, con fecha de publicacion y plaza, mas el acceso a las listas generales de contratacion. Es el mecanismo permanente de entrada al SERGAS, paralelo a la OPE.	https://www.sergas.gal/Recursos-Humanos/Emprego-publico-Seleccion-temporal?idioma=es
2026-09-07	positions	sources	SRC-0105	Osakidetza - contratacion temporal (bolsas de trabajo del Servicio Vasco de Salud)	NEW	Las resoluciones de apertura de plazo de inscripcion en las bolsas de contratacion temporal por categoria, con fechas literales de apertura y cierre, y los cambios de denominacion de categoria. Aqui se detecto que Osakidetza ya ha creado la lista de Laboratorio Clinico en sustitucion de Analisis Cli	https://www.osakidetza.euskadi.eus/contratacion-temporal/webosk00-procon/es/
2026-09-07	positions	sources	SRC-0106	Amgen R&D Postdoctoral Fellows Program - portal de postdocs	NEW	Programa recurrente de postdocs de Amgen (3 anos ampliables a 4) en I+D, incluida la sede de Amgen deCODE genetics en Reykjavik, con plazas de genetica estadistica y genomica computacional.	https://careers.amgen.com/en/Postdoctoral
2026-09-07	positions	subscriptions	SUB-0011	EU Funding and Tenders Portal - busqueda guardada con aviso por correo	NEW	Aviso por correo cuando cambia el estado de los topics vigilados (Forthcoming a Open) y cuando aparecen los topics del programa marco sucesor de Horizonte Europa.	https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-search
2026-09-07	positions	subscriptions	SUB-0012	jobs.ac.uk - alerta por correo de busqueda guardada	NEW	Correo con los anuncios nuevos que casan con palabras clave guardadas (statistical genetics, psychiatric genetics, polygenic, GWAS, genetic epidemiology)	https://www.jobs.ac.uk/jobs-by-email
