ID	Name	Institution	Group_or_Lab	PI	City	Country	Contract_Type	Duration	Salary_EUR_Year	Start_Date	Status	Open_Date	Deadline	Days_Left	Requirements_Key	Fit_1_5	Fit_Rationale	Competition_Level	Competition_Basis	Effort_Estimate	Confidence	Last_Verified	First_Seen	Last_Updated	Change_Flag	Next_Action	Owner_Status	URL	Source_Note
P-0027	Research Fellow (Genetic Analysis)	University College London	Department of Neurodegenerative Disease	Andre Altmann y David Cash	Londres	United Kingdom	Postdoc	12 meses (01-09-2026 a 31-08-2027)	53200	2026-09-01	CLOSED	2026-09-08	2026-10-04		Doctorado concedido (o previsto antes de incorporarse; si no, contrato como Research Assistant grado 6B); analisis genetico y bioinformatico con programacion avanzada en Python, R y Bash; analisis caso-control y de fenotipos cuantitativos; deseable neurodegeneracion y estadistica	2	Metodologicamente encaja (analisis caso-control y fenotipos cuantitativos en R/Python) pero no es elegible: el contrato arranca el 01-09-2026 y termina el 31-08-2027, mientras ella sigue de residente en Malaga hasta el 22-05-2027; interesa solo como contacto de laboratorio, el grupo de Altmann combina genetica y neuroimagen, que es su estancia en QIMR.	UNKNOWN	Sin datos publicados sobre numero de candidaturas.	S	VERIFIED	2026-09-21	2026-09-14	2026-09-21	CLOSED	Si aun interesara (Fit 2), que ella compruebe a mano el portal propio de UCL: el anuncio se ha retirado antes del plazo publicado y eso suele significar plaza cubierta o convocatoria suspendida		https://www.jobs.ac.uk/job/DSW126/research-fellow-genetic-analysis	Re-verificado el 2026-09-21: la URL DSW126 de jobs.ac.uk ya no muestra la ficha ('The job you're looking for is no longer being advertised') y redirige al listado general. CONFLICTO declarado: el plazo publicado era el 2026-10-04, dos semanas por delante, asi que el anuncio se ha retirado antes de tiempo; no se ha verificado en el portal propio de UCL.
P-0028	Bioinformatician	King's College London	Medical & Molecular Genetics		Londres	United Kingdom	Staff cientifico	No leido	53100-58800 aprox (GBP 46189-51174 incl. London Weighting)		OPEN	2026-09-03	2026-09-23		Perfil de bioinformatica en genetica medica y molecular; no se abrio la ficha individual, criterios sin leer	2	Es un puesto de plantilla bioinformatica, no de investigacion propia, y con plazo el 23-09-2026, muy anterior a su disponibilidad (22-05-2027): se registra solo para no redescubrirlo y porque confirma que Medical & Molecular Genetics de KCL contrata con regularidad.	UNKNOWN	Sin datos.	S	LIKELY	2026-09-21	2026-09-14	2026-09-21	UPDATED	No solicitar. Vigilar el departamento Medical & Molecular Genetics de KCL en pasadas futuras.		https://www.jobs.ac.uk/job/DSU830/bioinformatician	Re-verificado el 2026-09-21 por DOS ramas y con una discrepancia de confianza que se deja escrita en vez de resolverse en silencio. Rama 2 abrio la ficha DSU830 de jobs.ac.uk (Tier 2): sigue abierta, cierre 2026-09-23, publicada el 2026-09-03 por Medical & Molecular Genetics de KCL, salario GBP 46.189-51.174 con London Weighting, y aparece ademas bajo la palabra clave 'polygenic'. Rama 3 vio en el buscador propio de KCL (Tier 1) un Bioinformatician (oferta 157045, Faculty of Life Sciences & Medicine, Guy's Hospital) con la MISMA fecha de cierre, casi con seguridad la misma plaza, pero no abrio la ficha individual. Se fija Confidence = LIKELY (dos fuentes independientes coinciden) y no VERIFIED, porque nadie llego a leer la ficha Tier 1 completa.
P-0029	Postdoctoral Research Fellow/Research Fellow in Statistical Genomics (R-68861)	University of Queensland	Institute for Molecular Bioscience (IMB) - entorno de genomica estadistica de Loic Yengo	Prof. Loic Yengo	Brisbane (St Lucia Campus)	Australia	Postdoc (Academic Level A) o Research Fellow (Level B), fixed-term	hasta 2,5 anos, jornada completa	61700-82100 aprox (AUD 106294-113660 nivel A / AUD 119463-141545 nivel B, mas 17% de superannuacion)		OPEN	2026-09-11	2026-10-13		Doctorado (se admiten tanto recien doctorados como postdocs con recorrido); desarrollo de metodos estadisticos para datos genomicos y omicos de celula unica a gran escala, identificacion de variacion causal, prediccion de fenotipos y priorizacion de genes en poblaciones geneticamente diversas; se espera transitar hacia laboratorio propio en 5 anos y, en nivel B, liderar solicitudes de financiacion; supervision de estudiantes	3	Es genetica estadistica de rasgos complejos pura -su linea 1- en el grupo de Loic Yengo en el IMB, uno de los sitios de referencia mundiales, y ella ya tiene vinculo australiano vivo (estancia en QIMR Berghofer) y stack propio (PLINK, R, pipelines GWAS-PRS a nivel independiente). Lo que la deja en 3 y no en 5 es el reloj, no el tema: la plaza se cierra el 12-13 de octubre de 2026 y arranca de inmediato, mientras ella no defiende hasta febrero de 2028 (ETA) y no esta libre hasta el fin de la residencia el 22-05-2027; ademas el anuncio esta escrito para 'recien doctorados o postdocs' con recorrido publicable, y ella solo tiene dos primeros autores en revision. Condiciones publicadas: 2,5 anos, AUD 106.294-113.660 (nivel A) o 119.463-141.545 (nivel B) mas 17% de superannuacion, campus de St Lucia; el anuncio no menciona patrocinio de visado, que ella necesitaria por no ser ciudadana australiana. Accion util: escribir a Yengo presentandose para la siguiente ronda (2027-2028) con el gancho del manuscrito de QIMR en revision en Nature Mental Health y el perfil MD+PhD.	HIGH	PCTG/IMB es uno de los tres o cuatro grupos lideres mundiales en genetica estadistica; plaza anunciada globalmente y abierta tambien a nivel B	M	VERIFIED	2026-09-21	2026-09-14	2026-09-21	UPDATED	No presentarse a R-68861 (el reloj no cuadra). Escribir a Loic Yengo en otono de 2027 y vigilar cnsgenomics.com/content/recruitment y la API Workday de UQ para la siguiente convocatoria		https://uq.wd3.myworkdayjobs.com/uqcareers/job/St-Lucia-Campus/Postdoctoral-Research-Fellow-Research-Fellow-in-Statistical-Genomics_R-68861-2	Re-verificado el 2026-09-21 por la API publica Workday de UQ (SRC-0127), porque la ficha HTML es una SPA vacia para el fetch: canApply=true, postedOn 'Posted 9 Days Ago', startDate 2026-09-11, endDate 2026-10-13. CONFLICTO de plazo declarado: el cuerpo del anuncio dice 'Applications close Monday 12 October 2026 at 11.00pm AEST' mientras el campo endDate de Workday marca 2026-10-13; se mantiene 2026-10-13 en la columna pero el limite real para la dueña es el 12 de octubre AEST.
P-0030	Research Assistant - estudio CONNECT	Cardiff University	Division of Psychological Medicine and Clinical Neurosciences, School of Medicine		Cardiff	United Kingdom	Research Assistant (Grade 5)		GBP 33951-36636 (Grade 5)		OPEN		2026-09-25		Puesto de apoyo a la investigacion del estudio CONNECT en la sede de Cardiff; nivel pre-doctoral	2	Puesto de asistente pre-doctoral sin componente de genetica estadistica y ademas incompatible con su residencia hasta mayo de 2027; se registra solo para no redescubrirlo y como senal de que el MRC Centre de Cardiff sigue contratando.	UNKNOWN		S	VERIFIED	2026-09-21	2026-09-14	2026-09-21	UPDATED	Ninguna; descartada por nivel y por calendario		https://cardiffuniweb.eploy.net/vacancies/447/research-assistant.html	Re-verificado el 2026-09-21 en cardiffuniweb.eploy.net (vacante ID 447, Division of Psychological Medicine and Clinical Neurosciences): sigue abierta, cierra el 2026-09-25, salario Grade 5 GBP 33.951-36.636.
P-0031	Postdoctoral Research Associate (proyecto Youth Endowment Fund, CRIS)	King's College London	IoPPN - Department of Child & Adolescent Psychiatry	Mark Kennedy	London	United Kingdom	Postdoc (Research Associate), fixed-term	18 meses	51800-55900 aprox (GBP 45031-48607 incl. London Weighting)		OPEN		2026-09-21		Doctorado concedido o tesis depositada en psicologia, psiquiatria, epidemiologia, estadistica, salud publica o criminologia; experiencia con historias clinicas electronicas a gran escala o cohortes longitudinales; plataforma CRIS del SLaM; regresion multivariable y analisis de supervivencia; R o Stata; publicaciones	2	Es epidemiologia de registros clinicos (CRIS/SLaM) sobre TDAH y violencia juvenil, no genetica estadistica ni GWAS/PRS, y cierra el 21-09-2026 cuando ella no esta disponible; se registra para no redescubrirlo y porque confirma que el IoPPN publica postdocs de forma continua.	UNKNOWN		S	VERIFIED	2026-09-21	2026-09-14	2026-09-21	UPDATED	Cierra HOY 2026-09-21: con Fit 2 y sin disponibilidad hasta 2027 no procede presentarse; la semana que viene ya se podra cerrar la fila		https://www.kcl.ac.uk/jobs/157565-postdoctoral-research-associate	Re-verificado el 2026-09-21 en la ficha Tier 1 de KCL (157565): sigue abierta, publicada el 2026-09-07, cierre 2026-09-21, salario GBP 45.031-48.607 incl. London Weighting
P-0032	Research Associate at the Human Functional Genomics Initiative	King's College London	IoPPN - Centre for Developmental Neurobiology	Jeronimo Jurado	London	United Kingdom	Postdoc (Research Associate), fixed-term	Hasta el 13-05-2028	~52000-61000 (GBP 45031-52514 incl. London Weighting)		CLOSED		2026-09-16		Doctorado en ciencias de la vida; cultivo de celulas madre humanas (hiPSC/hESC); biologia molecular y microscopia confocal; organoides neurales y scRNA-seq valorables	1	Puesto de poyata (organoides cerebrales, cultivo de iPSC) sin componente de genetica estadistica: fuera de su perfil.	UNKNOWN		S	VERIFIED	2026-09-21	2026-09-14	2026-09-21	CLOSED	Ninguna: plazo vencido el 2026-09-16 y la ficha ya no existe		https://www.kcl.ac.uk/jobs/155527-research-associate-at-the-human-functional-genomics-initiative	Re-verificado el 2026-09-21: la ficha de KCL (155527) devuelve HTTP 404, es decir retirada del portal; el plazo publicado (2026-09-16) ya habia vencido
P-0033	Postdoctoral researcher in genome stability and neurotoxicity	Erasmus MC	Wetenschap en Onderzoek		Rotterdam	Netherlands	Postdoc, 36 h/semana	3 anos	70404		OPEN		2026-09-25		Doctorado; estabilidad del genoma y neurotoxicidad (perfil de laboratorio molecular)	1	Biologia molecular de estabilidad genomica, no epidemiologia genetica ni genetica del sueno: fuera de su perfil; se registra para no redescubrirlo.	UNKNOWN		S	VERIFIED	2026-09-21	2026-09-14	2026-09-21	UPDATED	Ninguna. Cierra el 2026-09-25 (4 dias) y ella no esta disponible hasta mediados de 2027; ademas es estabilidad del genoma y neurotoxicidad, no genetica estadistica. Se mantiene la fila solo para no redescubrirla.		https://www.werkenbijerasmusmc.nl/vacature/1307326/postdoctoral-researcher-genome-stability-and-neurotoxicity-3-years-3416	Re-verificado el 2026-09-21 en werkenbijerasmusmc.nl (Tier 1): sigue publicada. En todo el portal de Erasmus MC solo hay dos postdocs ahora mismo (este y uno de artrosis de rodilla); nada de epidemiologia genetica ni de genetica del sueno.
P-0034	Computational Scientist II - Karczewski Lab (ref 44894)	Broad Institute	Karczewski Lab (genomica poblacional, gnomAD)	Konrad Karczewski	Cambridge, MA	USA	Computational Scientist (staff)				CLOSED	2026-09-10			No leidos (ficha individual no abierta); perfil de cientifico computacional en genomica poblacional	2	Genomica poblacional computacional de alto nivel (entorno gnomAD): tematicamente vecino a su linea 1 pero es un puesto de staff con exigencia fuerte de ingenieria de datos y programacion que hoy no tiene, ademas de requerir visado H-1B/J-1.	HIGH	Broad Institute, laboratorio de referencia mundial en genomica poblacional	M	VERIFIED	2026-09-21	2026-09-14	2026-09-21	CLOSED	Ninguna; la ficha ha desaparecido del portal.		https://broadinstitute.avature.net/en_US/careers/JobDetail/Computational-Scientist-II-Karczewski-Lab/22501	Re-verificado el 2026-09-21: la ficha Avature .../JobDetail/Computational-Scientist-II-Karczewski-Lab/22501 devuelve HTTP 404 y la ref 44894 tampoco aparece en el listado de careers. Dos senales coincidentes: se da por cerrada.
P-0035	Postdoctoral Associate - Computational Biology (ref 44829)	Broad Institute	Haber Lab / Klarman Cell Observatory	Dr. Haber	Cambridge, MA	USA	Postdoc		aprox. 65000-86000 (convertido de USD 70.000-92.667 publicados)		OPEN	2026-09-04			Doctorado en biologia computacional, machine learning, ciencia de datos o campo cuantitativo afin; valorable experiencia con ensayos genomicos tipo RNA-seq y conocimiento de biologia pulmonar / inmunologia de mucosas; presencial en Cambridge MA	2	Postdoc de biologia computacional en el Broad sin laboratorio identificado en el listado: puede o no ser del Stanley Center, hace falta abrir la ficha antes de valorarlo de verdad.	HIGH	Broad Institute, convocatorias con competencia internacional	M	VERIFIED	2026-09-21	2026-09-14	2026-09-21	UPDATED	Abrir la ficha la proxima pasada para identificar laboratorio y requisitos; si es del Stanley Center, subir el Fit		https://broadinstitute.avature.net/en_US/careers/JobDetail/Postdoctoral-Associate-Computational-Biology/22430	Re-verificado el 2026-09-21 abriendo la ficha Avature (Tier 1): sigue publicada, sin fecha de cierre. Se anade lo que faltaba: es el Haber Lab / Klarman Cell Observatory, salario USD 70.000-92.667, publicada el 2026-09-04, presencial. Confirma el Fit bajo: el contenido es inmunologia de mucosas y biologia pulmonar, no genetica estadistica.
P-0036	Research Scientist - Maternal Sleep	King's College London	Faculty of Life Sciences & Medicine - AI & Personalised Health	Josip Car (Josip.car@kcl.ac.uk)	London (Guy's Campus)	United Kingdom	Research Scientist (duracion determinada, jornada completa)	4 anos	62000-72800 aprox (GBP 53947-63350 incl. London Weighting)	no publicado	OPEN		2026-10-19		Doctorado en fisiologia del sueno o respiratoria, epidemiologia, ingenieria biomedica o afin; experiencia postdoctoral relevante y publicaciones; ESENCIAL experiencia con medicion objetiva del sueno (PSG y/o test domiciliario de apnea); conocimiento de desenlaces maternos y perinatales; analisis longitudinal en R o Python; el puesto NO incluye actividad clinica pero admite perfil medico	2	Toca su tercera linea (sueno) y admite perfil medico, pero lo esencial es polisomnografia y desenlaces perinatales -nada de genetica- y exige experiencia postdoctoral ya hecha, mientras ella no estara disponible hasta 2027-2028.	MEDIUM	Perfil muy especifico (PSG + salud materno-perinatal) que estrecha mucho el campo, pero es Londres, 4 anos y salario alto	S	VERIFIED	2026-09-21	2026-09-21	2026-09-21	NEW	No presentarse; sirve para no redescubrirla y como senal de que el grupo de Josip Car (AI & Personalised Health) contrata en sueno: guardar el contacto por si sale algo de genetica del sueno en 2027		https://www.kcl.ac.uk/jobs/158385-research-scientist-maternal-sleep	Ficha Tier 1 del portal de KCL, alcanzada desde /jobs/search?term=sleep el 2026-09-21; tambien aparece listada en jobs.ac.uk
P-0037	Postdoctoral Fellow (Genetic Epidemiology and Bioinformatics)	National Institutes of Health (NIH), programa intramural	No identificado: la ficha del tablon OITE devuelve 403 al fetch automatico	no identificado	Bethesda, Maryland (por confirmar)	USA	Postdoctoral Fellow (intramural NIH)	no publicado en la fuente accesible	no publicado en la fuente accesible	verano de 2026 segun el extracto indexado (fecha ya pasada: probable anuncio caducado o renovado)	PENDING		no publicado: el anuncio del tablon OITE no muestra fecha de cierre en el extracto disponible y la ficha completa devuelve 403		Doctorado en epidemiologia genetica, genetica estadistica o bioinformatica; experiencia analizando datos omicos de alto rendimiento y puntuaciones de riesgo poligenico (PRS); programas intramurales del NIH aplican reglas de nacionalidad o visado que NO se han podido verificar en esta pasada	3	En tema es lo mas cercano a su nucleo que ha aparecido esta semana: epidemiologia genetica + PRS es exactamente su linea 1-2 y su stack real (PLINK, R, pipelines GWAS-PRS a nivel independiente), y el NIH valora el perfil MD+PhD para fenotipado clinico. Se queda en 3, no en 4, por tres condiciones sin resolver: (a) la ficha Tier 1 devuelve 403 y no he podido leer requisitos, plazo ni estipendio -el extracto indexado habla de inicio en verano de 2026, que ya paso, asi que puede estar caducado-; (b) la fecha objetivo de inicio es incompatible con su disponibilidad (mediados de 2027 sin doctorado, feb-2028 con el); (c) EE.UU. exige patrocinio de visado y el NIH intramural lo canaliza por la figura de Visiting Fellow, mientras que el programa PIRA del NIMH si exige ciudadania o residencia permanente. Si la plaza le interesa, lo accionable no es esta ficha concreta sino vigilar el tablon OITE a partir de mediados de 2027.	HIGH	Los postdocs intramurales del NIH se anuncian globalmente y compiten con candidatos estadounidenses sin friccion de visado	S	UNVERIFIED	2026-09-21	2026-09-21	2026-09-21	NEW	Que ella abra la ficha a mano en el navegador (training.nih.gov devuelve 403 a agentes) y confirme plazo, estipendio, laboratorio y regla de nacionalidad; si esta caducada, dejar el tablon OITE en seguimiento para 2027		https://www.training.nih.gov/jobs/pd-010127/	Tier 1 localizado por busqueda web restringida a dominios nih.gov; la ficha y el indice del tablon devuelven HTTP 403 al fetch automatico (un solo intento, no reintentado). Datos tomados del extracto indexado, por eso UNVERIFIED.
P-0038	Ayudante de Investigacion Postdoctoral - Unidad de Investigacion Clinica en Inmunoterapia del Cancer CNIO-HMarBCN (AIPOSCNIO-HMarBCN)	CNIO (Centro Nacional de Investigaciones Oncologicas)	Unidad de Investigacion Clinica en Inmunoterapia del Cancer CNIO-Hospital del Mar Barcelona (Programa de Investigacion Clinica)	no publicado; contacto empleo@cnio.es	Madrid	Spain	Contrato laboral por obra/proyecto de investigacion	no publicada (ligada al proyecto)	30758-35669	no publicada	OPEN	2026-09-17	2026-09-26		Doctorado en Biomedicina/Inmunologia obtenido hace menos de 1 ano; preferible formacion sanitaria especializada (MIR/BIR/FIR) en Inmunologia; minimo 6 anos de experiencia en investigacion en inmunologia; cultivo celular, transfeccion, citometria de flujo, vectores lentivirales, modificacion de linfocitos; certificado de experimentacion animal; ingles C1	1	Inmunologia experimental humeda (vectores lentivirales, citometria, experimentacion animal) con 6 anos de experiencia exigidos y doctorado de hace menos de un ano: ni la tecnica ni el reloj encajan, y ella no estaria disponible antes de mediados de 2027.	MEDIUM	Convocatoria abierta del CNIO con perfil muy especifico (inmunologia + MIR/BIR/FIR), lo que estrecha mucho el campo	XS	VERIFIED	2026-09-21	2026-09-21	2026-09-21	NEW	Ninguna: se registra solo para no volver a descubrirlo. Util como prueba de que el canal del CNIO esta vivo y publica postdocs con salario.		https://www.cnio.es/empleo/ayudante-de-investigacion-postdoctoral-para-la-unidad-de-investigacion-clinica-en-inmunoterapia-del-cancer-cnio-hmarbcn-aiposcnio-hmarbcn/	Tier 1, pagina propia del CNIO (https://www.cnio.es/acerca-del-cnio/ofertas-de-empleo/), abierta sin bloqueo el 2026-09-21. Es el unico postdoc del listado del CNIO en esta pasada; el resto son predoctorales, tecnicos y administracion.
P-0039	Genetista en Servicio de Apoyo a la Investigacion de Farmacogenomica (ref. 98_2026)	IiSGM - Instituto de Investigacion Sanitaria Gregorio Maranon	Grupo de Farmacia Hospitalaria y Farmacogenomica	no publicado en el listado	Madrid	Spain	Contrato de servicio de apoyo a la investigacion (convocatoria del IiSGM)	no publicada en el listado	no publicado en el listado	no publicada	OPEN	no publicada (convocatoria listada como Abierta el 2026-09-21)	2026-09-26		Grado Universitario en Genetica; trabajo de genetista en una unidad de apoyo de farmacogenomica hospitalaria	2	La farmacogenomica hospitalaria toca su especialidad de Medicina de Laboratorio, pero la convocatoria pide Grado en Genetica y ella es medica, asi que probablemente no sea elegible por titulacion; ademas cierra el 2026-09-26 y ella no esta disponible hasta mediados de 2027.	MEDIUM	Convocatoria publica de un IIS grande de Madrid con requisito de titulacion estrecho	XS	VERIFIED	2026-09-21	2026-09-21	2026-09-21	NEW	No presentarse ahora. Valor real: el IiSGM saca convocatorias de este tipo con regularidad y su listado se lee sin bloqueo; conviene revisarlo cada pasada y mirar si alguna admite titulacion en Medicina.		https://www.iisgm.com/ofertas-de-empleo/	Tier 1, listado propio del IiSGM leido el 2026-09-21 (tres convocatorias abiertas: 94_2026, 96_2026 y 98_2026). Fuente NUEVA para esta rama.
P-0040	Busqueda de candidatos con perfil postdoctoral - Area de Genomica y Genetica (contratos postdoctorales publicos)	IIS-FJD - Instituto de Investigacion Sanitaria Fundacion Jimenez Diaz	Area de Genomica y Genetica, grupo de Genetica del Desarrollo Ocular	Dra. Marta Corton	Madrid	Spain	Acogida de candidatos para solicitar contratos postdoctorales publicos (tipo Sara Borrell / Juan de la Cierva)	la del contrato publico que se consiga	no publicado (el del programa publico correspondiente)	ligada a la resolucion de la convocatoria publica	PENDING	no confirmada	sin fecha confirmada: fjd.es devuelve 403 al fetch automatico, asi que no se pudo leer la ficha; un resultado de buscador menciona un plazo de 2026-07-17 con inicio 2026-09-01 que parece ser el ciclo YA pasado, no el vigente		Doctorado en Biomedicina o disciplinas afines; interes en concurrir a convocatorias publicas de contratos postdoctorales; area de genomica y genetica	2	El mecanismo es exactamente la via espanola que le interesa (un grupo que te acoge para presentarte a un Sara Borrell), pero el grupo concreto es genetica del desarrollo ocular, no genetica estadistica ni psiquiatrica, y su doctorado no estara defendido hasta feb-2028 (ETA), fuera del ciclo actual.	UNKNOWN	No se pudo leer la ficha (403); la competencia real la marca la convocatoria publica, no el centro	S	UNVERIFIED	2026-09-21	2026-09-21	2026-09-21	NEW	Abrir a mano la pagina de ofertas del IIS-FJD (el 403 es solo contra agentes) y comprobar si el area de genomica repite la llamada para el ciclo 2027-2028; si repite, es el patron a replicar con grupos CIBERSAM que si hagan genetica psiquiatrica.		https://www.fjd.es/iis-fjd/es/formacion-empleo/ofertas-empleo	Existencia y descripcion via resultado de buscador; la ficha propia (Tier 1) devolvio HTTP 403 en un unico intento, no se reintento. Fuente NUEVA para esta rama. NUEVO BLOQUEO A REGISTRAR: fjd.es = 403.
